City,Country,alpha-2,alpha-3,region,sub-region,full.location.name,latitude,longitude,TMN,ETMN,African Food Security Urban Network (AFSUN),Alpine Pearls,Arab Towns Organization (ATO),Assembly of European Regions (AER),Association Internationale des Maires Francophones (AIMF),Cities for Local Integration Policy (CLIP),Commonwealth Local Government Forum (CLGF),Congress of Local and Regional Authorities,Connecting Cities,Council of European Municipalities and Regions (CEMR),DELGOSEA - Partnership for Democratic Local Governance in Southeast Asia,European Association for Local Democracy (ALDA),European Cities Against Drugs (ECAD),European Coalition of City Against Racism (ECCAR),European Forum for Urban Security (EFUS),European Network Child Friendly Cities (ENCFC),European Walled Towns (EWT),Eurotowns,Fem Cities,Global Cultural Districts Network (GCDN),Hungry Cities Partnership (HCP),International Association of Peace Messenger Cities (IAPMC),International Association of Public Transport (UITP),League of Historical Cities,Local Government Network of Central and Eastern European Countries (CEEC-LOGON),Mayors for Peace,Network of Associations of Local Authorities of South-East Europe (NALAS),Organisation of World Heritage Cities (OWHC),Strong Cities Network (SCN),UN Advisory Committee of Local Authorities (UNACLA),UNESCO Creative Cities Network (CCN),UNESCO Global Network of Learning Cities (GNLC),Union of Ibero-American Capital Cities (UCCI),URBACT - 2nd Chance,URBACT - Arrival Cities,URBACT - BoostInno,URBACT - Change!,URBACT - CityCentre Doctor,URBACT - Freight TAILS,URBACT - In Focus,URBACT - Interactive Cities,URBACT - Maps,URBACT - Procure,URBACT - Refill,URBACT - RetaiL link,URBACT - Smart Impact,URBACT - Sub>urban,URBACT - TechTown,URBACT - Vital Cities,URBACT Gen-Y City,WHO Alliance for Healthy Cities (AFHC),WHO Global Network of Age-friendly cities,World Cities Culture Forum,100 Resilient Cities,Asian Network of Major Cities 21,Cities Alliance,Cities and Climate Change Initiative (CCCI),Cities for Mobility,City Protocol,CityNet,Climate Alliance,Climate Leadership Group (C40),Covenant of Mayors for Climate & Energy (CoM),Energy Cities,Eurocities,Global Compact Cities Programme,Global Parliament of Mayors,IADB Emerging and Sustainable Cities (ESC),International Council for Local Environmental Initiatives (ICLEI),International Solar Cities Initiative (ISCI),Kitakyushu Initiative for a Clean Environment,Local Renewables Initiative,Mediterranean Cities Network (MedCities),Nordic City Network,Polis,Sharing Cities,Sustainable Cities International (SCI),UNIDO Eco-Cities Network in Southeast Asia,Union of the Baltic Cities (UBC),URBACT - Agri-Urban,URBACT - CityMobilNet,URBACT - Resilient Europe,World Association of Major Metropolises (METROPOLIS),World Mayors Council on Climate Change (WCMMM)
Herford,Germany,DE,DEU,Europe,Western Europe,"Herford, Germany",52.1178305,8.6793998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jena,Germany,DE,DEU,Europe,Western Europe,"Jena, Germany",50.927054,11.5892372,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kitzingen,Germany,DE,DEU,Europe,Western Europe,"Kitzingen, Germany",49.7340805,10.1473777,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weimar,Germany,DE,DEU,Europe,Western Europe,"Weimar, Germany",50.9794934,11.3235439,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oldenburg,Germany,DE,DEU,Europe,Western Europe,"Oldenburg, Germany",53.1434501,8.2145521,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accra,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Accra, Ghana",5.6037168,-0.1869644,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Menji,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Menji, Ghana",7.9266385,-2.3825962,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Mina,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"El Mina, Ghana",5.1053378,-1.3421032,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tema,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Tema, Ghana",5.7089238,0.0186555,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekyere Central,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Sekyere Central, Ghana",7.017809,-1.387499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sissala East,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Sissala East, Ghana",10.7048853,-1.7538817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adaklu-Anyigbe,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Adaklu-Anyigbe, Ghana",6.4501114,0.4879916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adidome-North Tongu,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Adidome-North Tongu, Ghana",6.0729743,0.5116066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akatsi,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Akatsi, Ghana",6.128252,0.7984595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asante Akim North,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Asante Akim North, Ghana",6.8769125,-1.0203224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashaiman,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Ashaiman, Ghana",5.6931346,-0.0326531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asunafo South,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Asunafo South, Ghana",6.6148152,-2.4999918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atebubu,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Atebubu, Ghana",7.7541209,-0.9844567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atwima Nwabiagya,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Atwima Nwabiagya, Ghana",6.5972124,-1.5789994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Awutu Senya,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Awutu Senya, Ghana",5.5195405,-0.4879916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bawku,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Bawku, Ghana",11.0541118,-0.2385387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomoa West,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Gomoa West, Ghana",5.4354319,-0.7152749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ho,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Ho, Ghana",6.6101493,0.4785495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasikan,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Jasikan, Ghana",7.4054571,0.4596721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keta,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Keta, Ghana",5.9031249,0.9868468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambussie Kami,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Lambussie Kami, Ghana",10.6705034,-2.6437438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawra,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Lawra, Ghana",10.645898,-2.882653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ledzokuku-Krowor,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Ledzokuku-Krowor, Ghana",5.5918,-0.096448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nadowli,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Nadowli, Ghana",10.3668941,-2.6636066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkwanta North,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Nkwanta North, Ghana",8.2603111,0.5221093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkwanta South,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Nkwanta South, Ghana",8.2603111,0.5221093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Offinso,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Offinso, Ghana",7.3049181,-1.7928402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Offinso-North,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Offinso-North, Ghana",7.3049181,-1.7928402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savelugu/Nanton,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Savelugu/Nanton, Ghana",9.616456,-0.824639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suhum Kraboa Coaltar,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Suhum Kraboa Coaltar, Ghana",5.9407571,-0.4879916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamale,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Tamale, Ghana",9.4329186,-0.8484524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolon/Kumbumgu,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Tolon/Kumbumgu, Ghana",9.4309468,-1.0645997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twifo Hemang Lower Denkyira,Ghana,GH,GHA,Africa,Sub-Saharan Africa,"Twifo Hemang Lower Denkyira, Ghana",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Athens,Greece,GR,GRC,Europe,Southern Europe,"Athens, Greece",37.9838096,23.7275388,13,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Thessaloniki,Greece,GR,GRC,Europe,Southern Europe,"Thessaloniki, Greece",40.6400629,22.9444191,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Agioi Anargyroi-Kamatero,Greece,GR,GRC,Europe,Southern Europe,"Agioi Anargyroi-Kamatero, Greece",38.0551278,23.697829,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Amaroussion,Greece,GR,GRC,Europe,Southern Europe,"Amaroussion, Greece",38.0549562,23.807655,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandroupolis,Greece,GR,GRC,Europe,Southern Europe,"Alexandroupolis, Greece",40.8457193,25.873962,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agios Athanasios,Greece,GR,GRC,Europe,Southern Europe,"Agios Athanasios, Greece",40.8407907,21.7697318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doxato,Greece,GR,GRC,Europe,Southern Europe,"Doxato, Greece",41.0960223,24.2313529,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eurota,Greece,GR,GRC,Europe,Southern Europe,"Eurota, Greece",37.0852541,22.4900121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hersonisos,Greece,GR,GRC,Europe,Southern Europe,"Hersonisos, Greece",35.3049918,25.3548713,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ioannina,Greece,GR,GRC,Europe,Southern Europe,"Ioannina, Greece",39.6650288,20.8537466,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kalampaki Dramas,Greece,GR,GRC,Europe,Southern Europe,"Kalampaki Dramas, Greece",41.0519293,24.1877003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Komotini,Greece,GR,GRC,Europe,Southern Europe,"Komotini, Greece",41.1224394,25.4065582,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kozani,Greece,GR,GRC,Europe,Southern Europe,"Kozani, Greece",40.3005808,21.7898132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marousi,Greece,GR,GRC,Europe,Southern Europe,"Marousi, Greece",38.0549562,23.807655,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Municipality of Chalkidona,Greece,GR,GRC,Europe,Southern Europe,"Municipality of Chalkidona, Greece",40.7322277,22.5979872,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nea Smyrni,Greece,GR,GRC,Europe,Southern Europe,"Nea Smyrni, Greece",37.9442881,23.7117556,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyli,Greece,GR,GRC,Europe,Southern Europe,"Pyli, Greece",36.8427777,27.1578035,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
